wallet,block,side,price_usd,size_eth
0x5b4449bbc9a1d1539b332dd846982df95bf1d074,50781151,BUY,2386.52360448,0.0010941442
0xa6b70dc9d6ed912f5a1d0359480d393badf2ec15,50781152,BUY,2386.52394727,0.0015089675
0x924e6508bb63128085d658e5851cb86e99a80c91,50781162,BUY,2388.08915077,0.7712143026
0x4f07b951a55d6d39c8169a707d48214bb27e9783,50781168,SELL,2385.86431274,0.0004956250
0x83f3eb771147b5fe6a789ebd372e07ca3550a121,50781169,BUY,2388.67413110,0.4208094419
0x27839ccc9aac882ceb13886d6ba01214f195ca77,50781169,BUY,2388.86802770,0.7299367557
0x0f014545de76a29892b9319e5a4123b28299f33b,50781174,SELL,2386.13732625,0.0004747925
0x4589c156f47e158bdc1e1b025c6f9e6ba2d27a39,50781187,SELL,2386.83755960,0.4950000000
0x9f8e1a953a3c9d77815b4a2381ebe842413df7e3,50781187,SELL,2386.74747475,0.0000990000
0x824abda7e8bfcf47c543761c50bc7bf6756deda9,50781187,BUY,2389.14320342,0.0020299252
0xb9f554fb5c5c9de3269c98efb9463f7b4220db0d,50781187,BUY,2389.15691111,0.0000562922
0x83681c14770b44361e21faf91d8325423365ea5c,50781194,BUY,2389.13257618,0.0002384012
0x824abda7e8bfcf47c543761c50bc7bf6756deda9,50781198,BUY,2389.18648467,0.0004384354
0xf8e73aa29adbad279bdaafca4b3b9085acddd95a,50781205,BUY,2388.87199534,0.1147178721
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50781209,BUY,2389.02046878,0.0000541347
0xecca0eab42bcdc7823a10d4562c4d918a404948b,50781209,BUY,2389.03016539,0.0000322210
0x9d18d8333b7a7ed78163191b8091aad2e165ea33,50781215,SELL,2386.46307967,0.9229849051
0x8695330488513a6c3698a2b072ff88aaedbfac3e,50781218,SELL,2386.03163301,0.0299935307
0x6a6a7c42f235d86424c3a38efa409c0ca655f695,50781221,SELL,2386.03332635,0.2503096647
0xa971283289448b30188cec3f0e60ad92322e4970,50781223,SELL,2385.57439619,0.2625000000
0xcc1312ef7cc2896c503fa7bb2b2615db253f89d0,50781224,SELL,2385.18302902,0.6608349652
0x6f00ca3af87bd880b9f12328554a5145c5c61791,50781226,BUY,2387.40837505,0.0004290393
0xfe68082a448f17a3d1700957b9f63176cecd334e,50781227,BUY,2387.41109670,0.0273494322
0x0d96c15ad1333697b7d66b3ab681df310c509800,50781228,SELL,2384.96738946,0.3652743509
0x27006aaf498a8140dbb539c352c4669ca6a8a988,50781229,SELL,2384.82640473,0.1937183814
0x3ff44cb290f72440e44b345a0d2dc89cdbc9c38f,50781231,SELL,2384.75243293,0.2760001717
0x8695330488513a6c3698a2b072ff88aaedbfac3e,50781237,SELL,2384.71616616,0.0235531317
0x4b82847c82087ea19418bed079966810f64f39f4,50781257,BUY,2387.36545894,0.6411235064
0x845b247ead57cf07f823c94fd3ac3a5361d81755,50781257,BUY,2387.47951896,0.0000433771
0xbdbebd58cc8153ce74530bb342427579315915b2,50781265,SELL,2384.12984719,0.0000001749
0x820b18f071d60d4444ac32da1bf921e44d4c6285,50781271,BUY,2387.38645886,0.0440360858
0xfe68082a448f17a3d1700957b9f63176cecd334e,50781272,BUY,2387.40052711,0.0000491526
0xf99fd62b06a800afd0241b89f46c7313e5b208f6,50781274,BUY,2387.39474415,0.0041747353
0x8095640e015907710e085b68718c59a6202c4335,50781283,BUY,2386.59952190,0.0014301566
0xd83e60d273fd0cb3b05c2611db940fecb7b6ca64,50781286,BUY,2386.61886150,0.0003945008
0x6f00ca3af87bd880b9f12328554a5145c5c61791,50781289,BUY,2386.62092612,0.0001806801
0xc746bd035fce528333ba4409d8dad1dfc953b224,50781289,BUY,2386.61940582,0.0008519096
0x3b7ddf86b45b2f31f66b1ea9935d7ac2b2e01441,50781296,BUY,2386.71035538,0.4565649466
0x3729e20e2ef9bda86daecf814d5e022c6786150f,50781297,BUY,2386.83411124,0.2779263217
0x3d7de14e36ac41df0a41eb86ee14636cd804862f,50781302,BUY,2386.89429302,0.0518854829
0x83681c14770b44361e21faf91d8325423365ea5c,50781304,BUY,2386.90389157,0.0002101685
0xad08506e384bd79e2a0f647c49d436f921483460,50781320,BUY,2386.92160815,0.1098035466
